species;order;common_name;invasivness;interdigitation;link_url;;;;;;;;;;;
Rhynchocyon_chrysopygus;Macroscelidea;golden-rumped_elephant shrew;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Rhynchocyon_petersi;Macroscelidea;black_and rufous elephant shrew;Hemochorial;Labyrinthine;http://placentation.ucsd.edu/elepshrew.htm;;;;;;;;;;;
Diceros;Perissodactyla;hook-lipped_rhinoceros;Epitheliochorial;Villous;http://placentation.ucsd.edu/blkrhino.htm;;;;;;;;;;;
Ceratotherium_simum;Perissodactyla;white_rhinoceros;Epitheliochorial;Villous;http://placentation.ucsd.edu/wrhino.html;;;;;;;;;;;
Dicerorhinus_sumatrensis;Perissodactyla;Sumatran_rhinoceros;Epitheliochorial;Villous;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Diceros_bicornis;Perissodactyla;black_rhinoceros;Epitheliochorial;Villous;http://placentation.ucsd.edu/blkrhino.htm;;;;;;;;;;;
Equus_africanus;Perissodactyla;African_wild donkey;Epitheliochorial;Villous;http://placentation.ucsd.edu/somal.htm;;;;;;;;;;;
Equus_asinus;Perissodactyla;Wild_ass;Epitheliochorial;Villous;https://placentation.ucsd.edu/somal.htm;;;;;;;;;;;
Equus_burchellii;Perissodactyla;Burchell's_zebra;Epitheliochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Equus_caballus;Perissodactyla;horse;Epitheliochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Equus_ferus;Perissodactyla;wild_horse;Epitheliochorial;Villous;http://placentation.ucsd.edu/somal.htm;;;;;;;;;;;
Equus_grevyi;Perissodactyla;Grvy's_zebra;Epitheliochorial;Villous;http://placentation.ucsd.edu/zeb.htm;;;;;;;;;;;
Equus_hemionus;Perissodactyla;onager;Epitheliochorial;Villous;http://placentation.ucsd.edu/kiang.html;;;;;;;;;;;
Equus_kiang;Perissodactyla;kiang;Epitheliochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Equus_quagga;Perissodactyla;plains_zebra;Epitheliochorial;Villous;http://placentation.ucsd.edu/somal.htm;;;;;;;;;;;
Equus_zebra;Perissodactyla;mountain_zebra;Epitheliochorial;Villous;http://placentation.ucsd.edu/zeb.htm;;;;;;;;;;;
Rhinoceros_unicornis;Perissodactyla;Indian_rhinoceros;Epitheliochorial;Villous;http://placentation.ucsd.edu/rhino.html;;;;;;;;;;;
Tapirus_bairdii;Perissodactyla;Baird's_tapir;Epitheliochorial;Villous;http://placentation.ucsd.edu/tapirfs.html;;;;;;;;;;;
Tapirus_indicus;Perissodactyla;Malayan_tapir;Epitheliochorial;Villous;http://placentation.ucsd.edu/tapirfs.html;;;;;;;;;;;
Tapirus_pinchaque;Perissodactyla;mountain_tapir;Epitheliochorial;Villous;http://placentation.ucsd.edu/tapirfs.html;;;;;;;;;;;
Tapirus_terrestris;Perissodactyla;South_American tapir;Epitheliochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Manis_tricuspis;Pholidota;tree_pangolin;Epitheliochorial;Villous;http://placentation.ucsd.edu/pangolinfs.htm;;;;;;;;;;;
Bradypus_pygmaeus;Pilosa;pygmy_three-toed sloth;Endotheliochorial;Trabecular;http://placentation.ucsd.edu/sloth.htm;;;;;;;;;;;
Bradypus_torquatus;Pilosa;maned_sloth;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Bradypus_tridactylus;Pilosa;pale-throated_sloth;Endotheliochorial;Labyrinthine;http://placentation.ucsd.edu/sloth.htm;;;;;;;;;;;
Bradypus_variegatus;Pilosa;brown-throated_sloth;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Choloepus_didactylus;Pilosa;Linnaeus's_two-toed sloth;Endotheliochorial;Trabecular;http://placentation.ucsd.edu/chol.html;;;;;;;;;;;
Choloepus_hoffmanni;Pilosa;Hoffmann's_two-toed sloth;Endotheliochorial;Trabecular;http://placentation.ucsd.edu/chol.html;;;;;;;;;;;
Cyclopes_didactylus;Pilosa;silky_anteater;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Myrmecophaga_tridactyla;Pilosa;giant_anteater;Hemochorial;Trabecular;http://placentation.ucsd.edu/antfs.htm;;;;;;;;;;;
Tamandua_tetradactyla;Pilosa;southern_tamandua;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Allenopithecus_nigroviridis;Primates;Allen's_swamp monkey;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0012160624002161;;;;;;;;;;;
Allochrocebus_lhoesti;Primates;mountain_monkey;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Alouatta_caraya;Primates;black_howler;Hemochorial;Villous;http://placentation.ucsd.edu/howlerfs.htm;;;;;;;;;;;
Alouatta_palliata;Primates;mantled_howler;Hemochorial;Villous;http://placentation.ucsd.edu/howlerfs.htm;;;;;;;;;;;
Alouatta_seniculus;Primates;Colombian_red howler;Hemochorial;Trabecular;http://placentation.ucsd.edu/howler.html;;;;;;;;;;;
Aotus_trivirgatus;Primates;three-striped_night monkey;Hemochorial;Villous;https://www.pnas.org/doi/10.1073/pnas.0511344103;;;;;;;;;;;
Arctocebus_aureus;Primates;golden_angwantibo;Epitheliochorial;Villous;https://pmc.ncbi.nlm.nih.gov/articles/PMC4305173/;;;;;;;;;;;
Ateles;Primates;Spider_monkey;Hemochorial;Villous;http://placentation.ucsd.edu/mon.html;;;;;;;;;;;
Ateles_fusciceps;Primates;black-headed_spider monkey;Hemochorial;Trabecular;http://placentation.ucsd.edu/mon.html;;;;;;;;;;;
Ateles_geoffroyi;Primates;Geoffroys_spider monkey;Hemochorial;Trabecular;http://placentation.ucsd.edu/mon.html;;;;;;;;;;;
Ateles_paniscus;Primates;red-faced_spider monkey;Hemochorial;Trabecular;http://placentation.ucsd.edu/mon.html;;;;;;;;;;;
Cacajao_calvus;Primates;bald_uakari;Hemochorial;Villous;https://www.pnas.org/doi/10.1073/pnas.0511344103;;;;;;;;;;;
Cacajao_melanocephalus;Primates;golden-backed_uakari;Hemochorial;Villous;https://www.pnas.org/doi/10.1073/pnas.0511344103;;;;;;;;;;;
Callicebus_donacophilus;Primates;white-eared_titi;Hemochorial;Villous;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/;;;;;;;;;;;
Callicebus_modestus;Primates;Rio_Beni titi;Hemochorial;Villous;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/;;;;;;;;;;;
Callicebus_moloch;Primates;red-bellied_titi;Hemochorial;Villous;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/;;;;;;;;;;;
Callicebus_oenanthe;Primates;Rio_Mayo titi;Hemochorial;Villous;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/;;;;;;;;;;;
Callimico_goeldii;Primates;Goeldi's_marmoset;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Callithrix_geoffroyi;Primates;white-headed_marmoset;Hemochorial;Trabecular;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/;;;;;;;;;;;
Callithrix_jacchus;Primates;common_marmoset;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Callithrix_kuhlii;Primates;Wied's_marmoset;Hemochorial;Trabecular;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/;;;;;;;;;;;
Callithrix_penicillata;Primates;black-tufted_marmoset;Hemochorial;Trabecular;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/;;;;;;;;;;;
Callithrix_pygmaea;Primates;pygmy_marmoset;Hemochorial;Trabecular;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/;;;;;;;;;;;
Cebuella_pygmaea;Primates;western_pygmy marmoset;Hemochorial;Trabecular;https://www.pnas.org/doi/10.1073/pnas.0511344103;;;;;;;;;;;
Cebus_albifrons;Primates;Humboldt's_white-fronted capuchin;Hemochorial;Trabecular;http://placentation.ucsd.edu/capuchin.htm;;;;;;;;;;;
Cebus_apella;Primates;tufted_capuchin;Hemochorial;Trabecular;http://placentation.ucsd.edu/capuchin.htm;;;;;;;;;;;
Cebus_capucinus;Primates;Colombian_white-faced capuchin;Hemochorial;Trabecular;http://placentation.ucsd.edu/capuchin.htm;;;;;;;;;;;
Cebus_imitator;Primates;Panamanian_white-faced capuchin;Hemochorial;Trabecular;http://placentation.ucsd.edu/capuchin.htm;;;;;;;;;;;
Cercocebus_agilis;Primates;agile_mangabey;Hemochorial;Trabecular;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/;;;;;;;;;;;
Cercocebus_chrysogaster;Primates;golden-bellied_mangabey;Hemochorial;Trabecular;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/;;;;;;;;;;;
Cercocebus_torquatus;Primates;collared_mangabey;Hemochorial;Trabecular;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/;;;;;;;;;;;
Cercopithecus_ascanius;Primates;red-tailed_monkey;Hemochorial;Trabecular;http://placentation.ucsd.edu/lesserspotnosedmonkey.htm;;;;;;;;;;;
Cercopithecus_cephus;Primates;moustached_guenon;Hemochorial;Trabecular;http://placentation.ucsd.edu/kolb.html;;;;;;;;;;;
Cercopithecus_diana;Primates;Diana_monkey;Hemochorial;Trabecular;http://placentation.ucsd.edu/kolb.html;;;;;;;;;;;
Cercopithecus_hamlyni;Primates;Hamlyn's_monkey;Hemochorial;Trabecular;http://placentation.ucsd.edu/kolb.html;;;;;;;;;;;
Cercopithecus_lhoesti;Primates;L'Hoest's_monkey;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Cercopithecus_mitis;Primates;blue_monkey;Hemochorial;Trabecular;http://placentation.ucsd.edu/kolb.html;;;;;;;;;;;
Cercopithecus_mona;Primates;mona_monkey;Hemochorial;Trabecular;http://placentation.ucsd.edu/lesserspotnosedmonkey.htm;;;;;;;;;;;
Cercopithecus_neglectus;Primates;De_Brazza's monkey;Hemochorial;Trabecular;http://placentation.ucsd.edu/lesserspotnosedmonkey.htm;;;;;;;;;;;
Cercopithecus_nictitans;Primates;greater_spot-nosed monkey;Hemochorial;Trabecular;http://placentation.ucsd.edu/lesserspotnosedmonkey.htm;;;;;;;;;;;
Cercopithecus_petaurista;Primates;lesser_spot-nosed monkey;Hemochorial;Trabecular;http://placentation.ucsd.edu/lesserspotnosedmonkey.htm;;;;;;;;;;;
Cercopithecus_pogonias;Primates;crested_mona monkey;Hemochorial;Trabecular;http://placentation.ucsd.edu/lesserspotnosedmonkey.htm;;;;;;;;;;;
Cheirogaleus_medius;Primates;fat-tailed_dwarf lemur;Epitheliochorial;Villous;https://pmc.ncbi.nlm.nih.gov/articles/PMC4305173/;;;;;;;;;;;
Chlorocebus_aethiops;Primates;grivet;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Chlorocebus_pygerythrus;Primates;vervet_monkey;Hemochorial;Trabecular;https://www.pnas.org/doi/10.1073/pnas.0511344103;;;;;;;;;;;
Chlorocebus_sabaeus;Primates;green_monkey;Hemochorial;Trabecular;https://www.pnas.org/doi/10.1073/pnas.0511344103;;;;;;;;;;;
Colobus_angolensis;Primates;Angola_colobus;Hemochorial;Trabecular;http://placentation.ucsd.edu/colob.htm;;;;;;;;;;;
Colobus_guereza;Primates;mantled_guereza;Hemochorial;Trabecular;http://placentation.ucsd.edu/colob.htm;;;;;;;;;;;
Daubentonia_madagascariensis;Primates;aye-aye;Epitheliochorial;Villous;https://pmc.ncbi.nlm.nih.gov/articles/PMC4305173/;;;;;;;;;;;
Erythrocebus_patas;Primates;patas_monkey;Hemochorial;Trabecular;http://placentation.ucsd.edu/patas.html;;;;;;;;;;;
Eulemur_albifrons;Primates;white-headed_lemur;Epitheliochorial;Villous;http://placentation.ucsd.edu/brlemur.htm;;;;;;;;;;;
Eulemur_collaris;Primates;collared_brown lemur;Epitheliochorial;Villous;http://placentation.ucsd.edu/brlemur.htm;;;;;;;;;;;
Eulemur_coronatus;Primates;crowned_lemur;Epitheliochorial;Villous;http://placentation.ucsd.edu/brlemur.htm;;;;;;;;;;;
Eulemur_fulvus;Primates;common_brown lemur;Epitheliochorial;Villous;http://placentation.ucsd.edu/brlemur.htm;;;;;;;;;;;
Eulemur_macaco;Primates;black_lemur;Epitheliochorial;Villous;http://placentation.ucsd.edu/brlemur.htm;;;;;;;;;;;
Eulemur_mongoz;Primates;mongoose_lemur;Epitheliochorial;Villous;http://placentation.ucsd.edu/brlemur.htm;;;;;;;;;;;
Eulemur_rubriventer;Primates;red-bellied_lemur;Epitheliochorial;Villous;http://placentation.ucsd.edu/brlemur.htm;;;;;;;;;;;
Eulemur_rufus;Primates;red_lemur;Epitheliochorial;Villous;http://placentation.ucsd.edu/brlemur.htm;;;;;;;;;;;
Eulemur_sanfordi;Primates;Sanford's_brown lemur;Epitheliochorial;Villous;http://placentation.ucsd.edu/brlemur.htm;;;;;;;;;;;
Galago_moholi;Primates;Mohol_bushbaby;Epitheliochorial;Villous;https://www.ncbi.nlm.nih.gov/pubmed/16174532;;;;;;;;;;;
Galago_senegalensis;Primates;Senegal_bushbaby;Epitheliochorial;Villous;https://www.ncbi.nlm.nih.gov/pubmed/16174532;;;;;;;;;;;
Gorilla_gorilla;Primates;western_gorilla;Hemochorial;Villous;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Hapalemur_alaotrensis;Primates;Lac_Alaotra bamboo lemur;Epitheliochorial;Villous;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/varecia;;;;;;;;;;;
Hapalemur_griseus;Primates;eastern_lesser bamboo lemur;Epitheliochorial;Villous;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/varecia;;;;;;;;;;;
Homo_sapiens;Primates;Humans;Hemochorial;Villous;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Hylobates_agilis;Primates;agile_gibbon;Hemochorial;Villous;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Hylobates_concolor;Primates;black_crested gibbon;Hemochorial;Villous;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Hylobates_gabriellae;Primates;yellow-cheeked_crested gibbon;Hemochorial;Villous;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Hylobates_hoolock;Primates;hoolock_gibbons;Hemochorial;Villous;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Hylobates_lar;Primates;lar_gibbon;Hemochorial;Villous;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Hylobates_leucogenys;Primates;northern_white-cheeked gibbon;Hemochorial;Villous;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Hylobates_pileatus;Primates;pileated_gibbon;Hemochorial;Villous;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Indri_indri;Primates;indri;Epitheliochorial;Villous;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Lagothrix_cana;Primates;gray_woolly monkey;Hemochorial;Villous;http://placentation.ucsd.edu/woolly.htm;;;;;;;;;;;
Lagothrix_lagotricha;Primates;brown_woolly monkey;Hemochorial;Trabecular;http://placentation.ucsd.edu/woolly.htm;;;;;;;;;;;
Leontopithecus_chrysomelas;Primates;golden-headed_lion tamarin;Hemochorial;Trabecular;http://placentation.ucsd.edu/tam.html;;;;;;;;;;;
Leontopithecus_midas;Primates;lion_tamrin;Hemochorial;Trabecular;http://placentation.ucsd.edu/tam.html;;;;;;;;;;;
Leontopithecus_rosalia;Primates;golden_liontamarin;Hemochorial;Trabecular;http://placentation.ucsd.edu/tam.html;;;;;;;;;;;
Lophocebus_aterrimus;Primates;black_crested mangabey;Hemochorial;Villous;https://www.pnas.org/doi/10.1073/pnas.0511344103;;;;;;;;;;;
Loris_tardigradus;Primates;red_slender loris;Epitheliochorial;Villous;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Macaca_fascicularis;Primates;crab-eating_macaque;Hemochorial;Trabecular;http://placentation.ucsd.edu/macfs.html;;;;;;;;;;;
Macaca_fuscata;Primates;Japanese_macaque;Hemochorial;Trabecular;http://placentation.ucsd.edu/macfs.html;;;;;;;;;;;
Macaca_mulatta;Primates;rhesus_macaque;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Macaca_nigra;Primates;Celebes_crested macaque;Hemochorial;Trabecular;http://placentation.ucsd.edu/macfs.html;;;;;;;;;;;
Macaca_radiata;Primates;bonnet_macaque;Hemochorial;Trabecular;http://placentation.ucsd.edu/macfs.html;;;;;;;;;;;
Macaca_silenus;Primates;lion-tailed_macaque;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Mandrillus_sphinx;Primates;mandrill;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Microcebus_murinus;Primates;gray_mouse lemur;Epitheliochorial;Villous;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Miopithecus_talapoin;Primates;Angolan_talapoin;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Mirza_coquereli;Primates;Coquerel's_giant mouse lemur;Epitheliochorial;Villous;https://pmc.ncbi.nlm.nih.gov/articles/PMC4305173/;;;;;;;;;;;
Nasalis_larvatus;Primates;proboscis_monkey;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Nomascus_gabriellae;Primates;olden-cheeked_crested gibbon;Hemochorial;Villous;https://www.pnas.org/doi/10.1073/pnas.0511344103;;;;;;;;;;;
Nycticebus_coucang;Primates;Sunda_slow loris;Epitheliochorial;Villous;http://placentation.ucsd.edu/pygmylorisfs.htm;;;;;;;;;;;
Nycticebus_pygmaeus;Primates;pygmy_slow loris;Epitheliochorial;Villous;http://placentation.ucsd.edu/pygmylorisfs.htm;;;;;;;;;;;
Otolemur_crassicaudatus;Primates;brown_greater galago;Epitheliochorial;Villous;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Otolemur_garnettii;Primates;northern_greater galago;Epitheliochorial;Villous;https://en.wikipedia.org/wiki/Northern_greater_galago;;;;;;;;;;;
Pan_paniscus;Primates;bonobo;Hemochorial;Villous;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Pan_troglodytes;Primates;chimpanzee;Hemochorial;Villous;http://placentation.ucsd.edu/bono.html;;;;;;;;;;;
Papio_anubis;Primates;olive_baboon;Hemochorial;Trabecular;https://www.pnas.org/doi/10.1073/pnas.0511344103;;;;;;;;;;;
Papio_hamadryas;Primates;hamadryas_baboon;Hemochorial;Villous;https://pmc.ncbi.nlm.nih.gov/articles/PMC4506850/;;;;;;;;;;;
Papio_papio;Primates;Guinea_baboon;Hemochorial;Trabecular;https://www.pnas.org/doi/10.1073/pnas.0511344103;;;;;;;;;;;
Perodicticus_potto;Primates;potto;Epitheliochorial;Villous;https://pmc.ncbi.nlm.nih.gov/articles/PMC4305173/;;;;;;;;;;;
Pithecia_pithecia;Primates;white-faced_saki;Hemochorial;Villous;http://placentation.ucsd.edu/saki.html;;;;;;;;;;;
Pongo_abelii;Primates;Sumatran_orangutan;Hemochorial;Villous;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Pongo_pygmaeus;Primates;Bornean_orangutan;Hemochorial;Villous;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Propithecus_coquereli;Primates;Coquerel'ssifaka;Epitheliochorial;Villous;http://placentation.ucsd.edu/coquerel_fs.htm;;;;;;;;;;;
Propithecus_diadema;Primates;diademed_sifaka;Hemochorial;Villous;http://placentation.ucsd.edu/coquerel_fs.htm;;;;;;;;;;;
Propithecus_tattersalli;Primates;golden-crowned_sifaka;Hemochorial;Villous;http://placentation.ucsd.edu/coquerel_fs.htm;;;;;;;;;;;
Propithecus_verreauxi;Primates;Verreaux's_sifaka;Epitheliochorial;Villous;http://placentation.ucsd.edu/coquerel_fs.htm;;;;;;;;;;;
Pygathrix_nemaeus;Primates;red-shanked_douc;Hemochorial;Trabecular;http://placentation.ucsd.edu/douc.html;;;;;;;;;;;
Saguinus_bicolor;Primates;pied_tamarin;Hemochorial;Trabecular;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Saguinus_fuscicollis;Primates;brown-mantled_tamarin;Hemochorial;Trabecular;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Saguinus_geoffroyi;Primates;Geoffroy's_tamarin;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Saguinus_imperator;Primates;emperor_tamarin;Hemochorial;Trabecular;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Saguinus_midas;Primates;red-handed_tamarin;Hemochorial;Trabecular;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Saguinus_oedipus;Primates;cotton-top_tamarin;Hemochorial;Trabecular;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Saguinus_ursula;Primates;black_tamarin;Hemochorial;Trabecular;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Saimiri_boliviensis;Primates;black-capped_squirrel monkey;Hemochorial;Trabecular;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/;;;;;;;;;;;
Saimiri_sciureus;Primates;Guianan_squirrel monkey;Hemochorial;Trabecular;http://placentation.ucsd.edu/sqmonkey.html;;;;;;;;;;;
Semnopithecus_entellus;Primates;northern_plains gray langur;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Semnopithecus_hypoleucos;Primates;black-footed_gray langur;Hemochorial;Trabecular;https://www.pnas.org/doi/10.1073/pnas.0511344103;;;;;;;;;;;
Symphalangus_syndactylus;Primates;siamang;Hemochorial;Villous;https://www.pnas.org/doi/10.1073/pnas.0511344103;;;;;;;;;;;
Tarsius_spectrum;Primates;spectral_tarsier;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Theropithecus_gelada;Primates;gelada;Hemochorial;Trabecular;https://www.pnas.org/doi/10.1073/pnas.0511344103;;;;;;;;;;;
Trachypithecus_auratus;Primates;East_Javan langur;Hemochorial;Trabecular;http://placentation.ucsd.edu/silvered_leaf_monkey_fs.htm;;;;;;;;;;;
Trachypithecus_cristatus;Primates;silvery_lutung;Hemochorial;Trabecular;http://placentation.ucsd.edu/silvered_leaf_monkey_fs.htm;;;;;;;;;;;
Trachypithecus_delacouri;Primates;Delacour's_langur;Hemochorial;Trabecular;https://bioone.org/journals/Mammalian-Species/volume-43/issue-1/880.1/Trachypithecus-delacouri-Primates-Cercopithecidae/10.1644/880.1.full;;;;;;;;;;;
Trachypithecus_francoisi;Primates;Franois'_langur;Hemochorial;Trabecular;http://placentation.ucsd.edu/Francois.htm;;;;;;;;;;;
Trachypithecus_germaini;Primates;Germain's_langur;Hemochorial;Trabecular;http://placentation.ucsd.edu/silvered_leaf_monkey_fs.htm;;;;;;;;;;;
Trachypithecus_obscurus;Primates;dusky_leaf monkey;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Trachypithecus_selangorensis;Primates;Selangor_silvered langur;Hemochorial;Trabecular;http://placentation.ucsd.edu/silvered_leaf_monkey_fs.htm;;;;;;;;;;;
Trachypithecus_vetulus;Primates;purple-faced_langur;Hemochorial;Villous;http://placentation.ucsd.edu/silvered_leaf_monkey_fs.htm;;;;;;;;;;;
Varecia_rubra;Primates;red_ruffed lemur;Epitheliochorial;Villous;http://placentation.ucsd.edu/lem.html;;;;;;;;;;;
Varecia_variegata;Primates;black-and-white_ruffed lemur;Epitheliochorial;Villous;http://placentation.ucsd.edu/lem.html;;;;;;;;;;;
elephas;Proboscidea;Asian_Elephant;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0012160624002161;;;;;;;;;;;
Elephas_maximus;Proboscidea;Asian_elephant;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Loxodonta_africana;Proboscidea;African_bush elephant;Endotheliochorial;Labyrinthine;https://www.ncbi.nlm.nih.gov/pubmed/12828919;;;;;;;;;;;
Acomys_cahirinus;Rodentia;Cairo_spiny mouse;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Agouti_paca;Rodentia;lowland_paca;Hemochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Ammospermophilus_harrisii;Rodentia;Harris's_antelope squirrel;Hemochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Ammospermophilus_leucurus;Rodentia;white-tailed_antelope squirrel;Hemochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Ammospermophilus_nelsoni;Rodentia;San_Joaquin antelope squirrel;Hemochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Anomalurus_beecrofti;Rodentia;Beecroft's_flying squirrel;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Anomalurus_derbianus;Rodentia;Lord_Derby's scaly-tailed squirrel;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Aplodontia_rufa;Rodentia;mountain_beaver;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Arvicola_terrestris;Rodentia;European_water vole;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Atherurus_africanus;Rodentia;African_brush-tailed porcupine;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Bandicota_indica;Rodentia;greater_bandicoot rat;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Bathyergus_janetta;Rodentia;Namaqua_dune mole-rat;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Callosciurus_prevostii;Rodentia;Prevost's_squirrel;Hemochorial;Villous;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Callosciurus_quinquestriatus;Rodentia;Anderson's_squirrel;Hemochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Callospermophilus_lateralis;Rodentia;golden-mantled_ground squirrel;Hemochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
